,Course id,English title,Danish title,Point( ECTS ),Course type,Location,Recommended prerequisites,Responsible,Department,Link
1034,41468,Sustainable District Heating,Bæredygtig fjernvarme,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Sustainable Energy_Technological specialization course, MSc. Eng., Civil Engineering_Technological specialization course, MSc. Eng., Sustainable Energy",Campus Lyngby,"11127,41466,11115,41462, /,/,/",Michele Tunzi,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41468
1035,41490,Journal club in internal combustion engines,Journal klub om forbrændingsmotorer,5,"Ph.D., Professionally focussed course",Campus Lyngby,"41346,  , Advanced topics related to internalcombustion engines. MSc. thesis students within fluid mechanics andenergy engineering may also follow thecourse.",Jesper Schramm,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41490
1036,41491,Advanced engineering thermodynamics,Anvendt termodynamik på videregående niveau,"7,5","Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,"41401,41045,41431,41402,41409,41416,41419,41420,41421,88553, /,/,.­,/,/,/,/,/,/",Brian Elmegaard,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41491
1037,41501,Strength of materials 1,Styrkelære 1,5,"BSc_Offered as a single course_Technology Core Courses, Mechanical Engineering",Campus Lyngby,"01020,01021,01002,01003,01005,10002,10010,10011,10001,10022, (,/,/,/,/,).­   (,/,/,/,/   ,) , 10022 at latest at the same   time.",Christian Frithiof Niord Niordson,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41501
1038,41502,Strength of materials 2,Styrkelære 2 (materialers styrkeforhold),5,"BSc_Offered as a single course_Technology Core Courses, Mechanical Engineering",Campus Lyngby,"41501,  , Basic strength of materialsincluding statics, stresses and deformations in beams andbars.",Ann Bettina Richelsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41502
1039,41511,Machine elements - basics,Maskinelementer - Grundlæggende,5,"BSc_Offered as a single course_Technology Core Courses, Mechanical Engineering",Campus Lyngby,"10022,62675,41501,41533,41502,41534,41659,41681, /,.­,/,.­,/,.­,/, , Mechanics: 10022/62163. Strength   of materials: 41501/41533 and 41502/41534. Materials Science:   41659/41681",Niels Leergaard Pedersen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41511
1040,41512,"Power transmitting machine elements - design and
optimization",Effekttransmitterende maskinelementer - design ogoptimering,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41511,  , Machine Elements -Basics",Konstantinos Poulios,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41512
1041,41514,Dynamics of machinery,Maskindynamik,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mechanical Engineering_Technological specialization course, MSc. Eng., Wind Energy",Campus Lyngby,"10022,41532,41560,41035,41535,41564, /,.   ,/,/,/",Ilmar Santos,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41514
1042,41515,Computational multibody dynamics,Computerbaseret mekanismedynamik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"10022,62675,41501,41533,41564,62643,62694, /,.­,/,.­,/,/, , Programming experience e.g.   02633",Niels Leergaard Pedersen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41515
1043,41516,Anisotropy and fibre composites,Anisotropi og fiberkompositter,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Wind Energy_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41501,41533,41203,41502,41534, /,/,.­,/, , and programming expertise (e.g.   MATLAB). Recommended is also experience with Finite Element   programs e.g. 41812/11305",Ann Bettina Richelsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41516
1044,41517,Stiffened plates and sandwich constructions,Afstivede plader og sandwich-konstruktioner,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41516,41812,11305,41958, .,/,/, eller tilsvarende , and knowledge   of MatLab or similar.",Carl Christian Berggreen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41517
1045,41522,Advanced dynamics and vibrations,Videregående dynamik og svingninger,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41560,41214,41514,62643,41237,41564,  /, /, /, /, /, , / course in elementary vibrationtheory. Experience in MATLAB/Mapleprogramming.",Jon Juel Thomsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41522
1046,41524,Tribology of machine elements,Smøringsmekanik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41511,41512,41502,41534,41312, .,.,/,.",Casper Schousboe Andreasen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41524
1047,41525,Finite Element Methods,Finite Element Metoder,10,"MSc_Offered as a single course_General competence course, MSc. Eng., Mechanical Engineering_Technological specialization course, MSc. Eng., Sustainable Energy_Technological specialization course, MSc. Eng., Wind Energy",Campus Lyngby,", Basic understanding of stresses and strains in two and threedimensions and programming experience f.ex. 41502 and 02631. Othercourses in solid mechanics, e.g. 41560 and41516.",Ole Sigmund,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41525
1048,41526,Fracture mechanics,Brudmekanik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41502,41534,  /, , Knowledge of beam theory as well astheory of elasticity including transformation of stresses andstrains",Christian Frithiof Niord Niordson,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41526
1049,41528,Advanced mechanics of materials,Videregående materialemekanik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41502,41534,  /, , Linear elastic continuum mechanics.Knowledge of tensors and linear finite element theory isrecommended.",Brian Nyvang Legarth,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41528
1050,41533,Dimensioning and strength 1,Dimensionering og styrke 1,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Ballerup,"62675,01901,62794,  ., ., (samtidig) , Knowledge within basicmechanics and statics. Surface integration and differentialcalculus.",Kim Lau Nielsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41533
1051,41534,Dimensioning and strength 2,Dimensionering og styrke 2,5,"BEng_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Ballerup,"41532,62675,41533, /,., , Mechanics. Statics.   Introductional strength of materials within stresses and strains   for beams",Niels Aage,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41534
1052,41561,Structural optimization,Strukturel optimering,5,BSc,Campus Lyngby,"41812,02631,02632,02633, ., /, /, , Introduction to Finite ElementAnalysis; Basic Matlab programming experience",Fengwen Wang,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41561
1053,41563,Fluid Power & Motion Control,Fluid Power & Motion Control,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41312,41560,62694,41564, .,/,/, , Hydrostatics, pipe flows, loss   coefficients, conservation equations (control volume) Dynamic   characteristics of single degree of freedom systems,   eigenfrequency and damping.",Casper Schousboe Andreasen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41563
1054,41564,Dynamics and vibrations,Dynamik og svingninger,5,"BSc_Offered as a single course_Basic Natural Science Courses, Design & Innovation_Technology Core Courses, Mechanical Engineering",Campus Lyngby,"41501,41015,01035, (,/,).",Jon Juel Thomsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41564
1055,41591,"Topology Optimization - Theory, Methods and
Applications",Topologioptimering,"3,5","Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,", The course is designed for Ph.D.-students and final-yeargraduate students being familiar with the basic concepts of thefinite element method. Knowledge corresponding to a course in FEMas well as Matlab experience is assumed.",Fengwen Wang,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41591
1056,41603,Engineering design and problem solving,Konstruktion og problemløsning,5,"BSc_Technology Core Courses, Mechanical Engineering",Campus Lyngby,"41000, ",Tobias Eifler,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41603
1057,41612,Product design and documentation,Produktkonstruktion og dokumentation,10,"BSc_Teknologisk linjefag, Design og Innovation",Campus Lyngby,"41601,41602,41603,41703,42303,42301,42302,42305,42309,41781,42020,42901,42020,41020, .,.,.,/,/,/,/,/,/,/,/,.­,   /, , Production   technology",Niels Henrik Mortensen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41612
1058,41615,Mechanical CAD,Mekanisk CAD,5,BSc,Campus Lyngby,,Niels Henrik Mortensen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41615
1059,41619,Introduction to Production,Introduktion til produktion,5,"BSc_Technology Core Courses, Data Science and Management_Technology Core Courses, Mechanical Engineering",Campus Lyngby,,Lars Hvam,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41619
1060,41628,Conceptualisation,Konceptualisering,10,"MSc_Offered as a single course_General competence course, MSc. Eng., Design and Innovation_General competence course, MSc. Eng., Mechanical Engineering_Technological specialization course, MSc. Eng., Design and Innovation_Technological specialization course, MSc. Eng., Industrial Engineering and Management_Technological specialization course, MSc. Eng., Architectural Engineering",Campus Lyngby,"41603,41612, ., , Students from non-mechanical   fields are required to have synthesis competencies equivalent to   41612",Claus Thorp Hansen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41628
1061,41635,Robust design of products and mechanisms,Robust Design af Produkter og mekanismer,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Design and Innovation_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41612,  , Product Design andDocumentation",Tobias Eifler,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41635
1062,41636,"Design for Circular Economy: from theory to
practice",Design for en cirkulær økonomi: fra teori til praksis,5,"MSc_General competence course, MSc. Eng., Design and Innovation_General competence course, MSc. Eng., Architectural Engineering_General competence course, MSc. Eng., Sustainable Energy_General competence course, MSc. Eng., Mechanical Engineering_General competence course, MSc. Eng., Materials and Manufacturing Engineering_Technological specialization course, MSc. Eng., Industrial Engineering and Management",Campus Lyngby,"42500,42502,42504,42505, /,/,/",Tim C. McAloone,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41636
1063,41637,"Mass Customization - application of product
configuration",Mass Customization - anvendelse afproduktkonfigurering,10,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Design and Innovation_Technological specialization course, MSc. Eng., Industrial Engineering and Management",Campus Lyngby,"41612,41619, ., , Courses on product development andproduction will be useful to have as background",Lars Hvam,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41637
1064,41638,Complexity Management,Complexity Management,5,"MSc_Technological specialization course, MSc. Eng., Industrial Engineering and Management_Technological specialization course, MSc. Eng., Transportation and Logistics",Campus Lyngby,"41612,41619, ., , Courses on product development andproduction will be a good background for this course",Lars Hvam,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41638
1065,41651,Laboratory course in metallurgy,Øvelseskursus i metallære,5,BSc_Offered as a single course,Campus Lyngby,"41650,41657,41659,41681,41680, /,/,/,/, , basic materials science and   engineering",Karen Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41651
1066,41653,Corrosion (theory and engineering),Korrosion (teori og teknologi),10,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Civil Engineering_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41661,41680,41684, /,., , Materials science e.g.   41650/​41659/​41681/​41683/​41657/​41686",Rajan Ambat,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41653
1067,41656,Materials in advanced applications and products,Materialer i avancerede anvendelser of produkter,10,"MSc_General competence course, MSc. Eng., Materials and Manufacturing Engineering_Technological specialization course, MSc. Eng., Biomedical Engineering",Campus Lyngby,"41661,41650,41659,41680,41684, /,/,/,.­",Rajan Ambat,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41656
1068,41658,"Methods for experimental materials
characterization",Metoder for eksperimentel materialekarakterisering,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41650,41657,41659,41661,41680,41681,41683,41686, /,/,/,/,/,/,/, , or equivalent Materials science   or Metals technology",Marcel Adrianus Johannes Somers,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41658
1069,41659,Materials science for mechanical engineers,Materialelære for Produktion og Konstruktion,5,"BSc_Technology Core Courses, Mechanical Engineering",Campus Lyngby,,Karen Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41659
1070,41661,Metals technology,Metallære,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41650,41657,41659,41681,41683,41680,41686,41684, /,/,/,/,/,/,.­, , basic Materials   Science",Karen Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41661
1071,41662,Physical metallurgy,Fysisk metallurgi,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41650,41659,41681,41683,41686,41680,41684,41651,41661, /,/,/,/,/(,.­,).­,/, , Materials science Metals   technology",Marcel Adrianus Johannes Somers,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41662
1072,41667,Project course in materials engineering,Projektkursus i materialeteknologi,5,"MSc_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41650,41657,41659,41681,41683,41658,41680,41686,41684, /,/,/,/,/,/,/,.­, , knowledge on materials science   and materials characterization and testing",Karen Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41667
1073,41668,Computational Materials Science,Numeriske simuleringer i materialelære,5,"MSc_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41664,41665,41662, /,/, , or equivalent course at the MSc   level, 02631/02632/02633 or equivalent knowledge about   Matlab",Wolfgang Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41668
1074,41669,Advanced surface engineering,Avanceret overfladeteknologi,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41650,41659,41681,41683,41680,41686,41661,41664,41662, /,/,/,/,/, or   ,/,/, , Materials Science or metals   technology",Karen Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41669
1075,41680,Introduction to advanced materials,Introduktion til avancerede materialer,5,"BSc_Offered as a single course_Technology Core Courses, General Engineering",Campus Lyngby,,Wolfgang Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41680
1076,41681,Materials science,Materialelære,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Ballerup,,Wolfgang Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41681
1077,41684,Materials technology,Materialeteknologi,5,"BSc_Technology Core Courses, General Engineering",Campus Lyngby,"41680,41650,41015,  or, or",Thomas Lundin Christiansen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41684
1078,41685,Materials characterization and testing,Materialekarakterisering og -testning,5,"BSc_Technology Core Courses, General Engineering",Campus Lyngby,"41650,41659,41680,41681,41683,41686,41015,10041,  /, /, /, /, /, /,., , Introduction to Materials Science   and Engineering, Physics",Marcel Adrianus Johannes Somers,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41685
1079,41686,Materials science,Materialelære,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Chemical and Bio Engineering_Mandatory course, Bachelor of Engineering Chemical Engineering and International Business",Campus Lyngby,"26171,26471, /, , General chemistry and organic   chemistry",Grethe Winther,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41686
1080,41687,Exercises in Materials Science,Øvelser i materialelære,"2,5","BEng_Mandatory course, Bachelor of Engineering Chemical Engineering and International Business",Campus Lyngby,", The course requires simultaneous attendance or prior passing of41686 (41683 in the new 5 ECTS version).",Thomas Lundin Christiansen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41687
1081,41689,Corrosion and materials under demanding conditions,Korrosion og materialer under krævende forhold,5,BSc_Offered as a single course,Campus Lyngby,"41650,41659,41680,41684,41681,41683,41686,62009, /,/(,.­,)/,/,/,/, , basic materials   science",Morten Stendahl Jellesen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41689
1082,41690,"Electron Microscopy and Analysis for Materials
Research",Elektronmikroskopi og analyse for materialeforskning,5,"Ph.D., Service course (professional skills)_Offered as a single course",Campus Lyngby,"41658,41650,41659, /,/",Oleg Mishin,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41690
1083,41691,"Ph.D. course on application of x-ray diffraction in materials
science",Ph.D. kursus om anvendelse af røntgendiffraktion imaterialeforskning,5,"Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,", M.Sc. in Physics, Chemistry, Mathematics orEngineering",Wolfgang Pantleon,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41691
1084,41714,Manufacturing technology and operations management,Produktionsteknologi og Produktionsstyring,10,"BSc_Technology Core Courses, Mechanical Engineering",Campus Lyngby,,Niels Skat Tiedje,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41714
1085,41730,Industrial forming of metals,Industriel formgivning af metaller,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41704,41784,41713,41714,41781,41787,41788,41502,41534, /, .   ,/,/,/,/, .   ,/",Chris Valentin Nielsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41730
1086,41733,"Metallurgy, design and manufacturing of cast
components","Metallurgi, design og fremstilling af støbtekomponenter",5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41650,41659,41661,41681,41683,41686,41784,41704, (,/,/,/,/,/,).­(,/,)",Niels Skat Tiedje,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41733
1087,41734,Geometrical metrology and machine testing,Geometrisk metrologi og maskintest,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,"41714,41787,41788, /,.",Guido Tosello,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41734
1088,41737,Design of plastic products,Plastdesign,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Design and Innovation_Technological specialization course, MSc. Eng., Advanced and Applied Chemistry_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,", Knowledge of strength of materials, and plastics materials41501.41650",Guido Tosello,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41737
1089,41739,"Experimental plastic and metal processing
technology",Eksperimentel plast og metal procesteknologi,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Advanced and Applied Chemistry_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,", Knowlegde of polymers, metals and material process technologiese.g. 41736/​41737/​41785/​42231/​42233/​42932, 41650,41659",Guido Tosello,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41739
1090,41740,Digital Manufacturing - Industry 4.0,Digital fremstilling - Industri 4.0,5,"MSc_General competence course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,", Knowledge of basic production technology 41714/41787/41788.Knowledge of materials technology corresponding to41681/41650/41659. Knowledge of strength of materials correspondingto 41502/41534. Knowledge of mathematics corresponding to 01035.N.B.: For students who do not have experience in programming inMatlab, a crash-course of one afternoon will be given prior to thecourse",Jesper Henri Hattel,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41740
1091,41743,"Micro product design, development and production","Mikro produkt design, udvikling og produktion",5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,", Technical drawing 41000 (or equivalent). Production technology41714/41781/41787/41788. Materials technology 41650, 41659. Microtechnology 41742.",Aminul Islam,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41743
1092,41747,"Modelling in materials and manufacturing engineering - heat
transfer and diffusion",Modellering i materiale- og procesteknologi - varmetransmissionog diffusion,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,", Knowledge of basic process technology 42201/42911/41704/41784.Knowledge of materials technology corresponding to 41659. Knowledgeof mathematics corresponding to 01035 (possibly in parallel) N.B.:For students who do not have experience in Matlab programming, acrash-course of one afternoon in basic Matlab will be given priorto the course.",Jesper Henri Hattel,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41747
1093,41748,"Modelling in materials and manufacturing engineering -
thermomechanics",Modellering i materiale- og procesteknologi -termomekanik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Materials and Manufacturing Engineering",Campus Lyngby,", Knowledge of basic process technology 42201/42911/41704/41784.Knowledge of materials technology corresponding to41681/41650/41659. Knowledge of modelling in materials andmanufacturing engineering corresponding to 41747. Knowledge ofmathematics corresponding to 01035 (possibly in parallel).Knowledge of strength of materials corresponding to 41502 N.B.: Forstudents who do not have experience in programming in Matlab, acrash-course of one afternoon in basic Matlab will be given priorto the course.",Jesper Henri Hattel,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41748
1094,41749,Precision Machining,Præcisionsbearbejdning,5,MSc_Offered as a single course,Campus Lyngby,"41784,41787,41788,41659, /,/,/",Giuliano Bissacco,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41749
1095,41784,Process technology,Procesteknik,5,"BEng_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Lyngby,"41781,41787,41788, /,/, , Fundamental course in   manufacturing processes",Jon Spangenberg,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41784
1096,41787,Production technology,Produktionsteknologi,10,"BEng_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Lyngby,,Niels Skat Tiedje,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41787
1097,41788,Production technology,Produktionsteknologi,10,"BEng_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Lyngby,,Niels Skat Tiedje,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41788
1098,41789,Introduction to 3D printing: processes and theory,Grundlæggende 3D-print: Processer og teori,5,"BSc_Technology Core Courses, General Engineering_Technology Core Courses, Mechanical Engineering",Campus Lyngby,"41714,41501,41659, .,., , 41714: Manufacturing technology andoperations management 41501: Strength of materials 1 41659:Materials science for mechanicalengineers",Jon Spangenberg,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41789
1099,41791,Nanotribology: theory and applications,Nanotribologi: Teori og anvendelser,5,"Ph.D., Professionally focussed course",Campus Lyngby,", Basic skills in solid and fluid mechanics",Ion Marius Sivebæk,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41791
1100,41792,"Measurement uncertainty estimation using statistical
methods",Måleusikkerhedsevaluering ved brug af statistiskemetoder,"2,5","Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,", Basic knowledge about statistics",Guido Tosello,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41792
1101,41801,Project work,Fagprojekt,10,"BSc_Projects and General Subjects, Mechanical Engineering",Campus Lyngby,", At least 4 of the technological courses should have beenpassed",Aminul Islam,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41801
1102,41808,Experimental solid mechanics,Eksperimentel faststofmekanik,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41502,41560,41035,41214,41237,41564,41516,41511,  .(, /, /, /, /,) ., .",Jon Juel Thomsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41808
1103,41809,Applied Finite Element Analysis,Anvendt Finite Element Analyse,5,BEng_Offered as a single course,Campus Lyngby,"02631,62646,41502,41534, /,.,/, , Comprehensive knowledge is   expected within general stress and strain states (41502/41534 or   similar) as well as good computer programming background   (02631/62646 or similar experience).",Brian Nyvang Legarth,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41809
1104,41812,Introduction to Finite Element Analysis,Introduktion til Finite Element Analyse,10,BSc_Offered as a single course,Campus Lyngby,"02631,62646,41502,41534, /,.,/, , Comprehensive knowledge is   expected within general stress and strain states (41502/41534 or   similar) as well as good computer programming background   (02631/62646 or similar experience).",Brian Nyvang Legarth,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41812
1105,41813,Finite Element Methods for sound and vibrations,Finite Element Metoder for lyd og svingninger,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mechanical Engineering",Campus Lyngby,"41560,41237,31270,62643,41525,41812, (,/,/,/,).­(,/,) , Fundamental knowledge of   mechanical vibrations is required. Knowledge of finite element   theory and programming experience in matlab is an   advantage.",Niels Aage,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41813
1106,41814,Heat transfer,Varmetransmission,5,BSc_Offered as a single course,Campus Lyngby,"01030,01035, (,/,).",Jesper Henri Hattel,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41814
1107,41822,Experimental fluid mechanics,Eksperimentel fluid mekanik,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mechanical Engineering_Technological specialization course, MSc. Eng., Wind Energy",Campus Lyngby,"41312,02631, ., , Knowledge of basic fluid   mechanics and experience with Python, MATLAB or similar   programming tools.",Knud Erik Meyer,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41822
1108,41831,Introduction to Experimental Mechanics,Introduktion til Eksperimentel Mekanik,5,BSc,Campus Lyngby,"41203,02631, ., , Structural mechanics Introduction   to programming and data processing",Sandro Diord Rescinho Amador,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41831
1109,41832,Experimental Structural Mechanics,Eksperimentel strukturel mekanik,5,"MSc_Technological specialization course, MSc. Eng., Architectural Engineering_Technological specialization course, MSc. Eng., Civil Engineering",Campus Lyngby,"41205, (,)",Holger Koss,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41832
1110,41843,Project work on Vehicle dynamics,Projektarbejde i køretøjsteknik,5,BSc,Campus Lyngby,"10022,62163,41501,41533,41714, /,.­,/,.­",Niels Leergaard Pedersen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41843
1111,41860,Design of energy plants,Design af energianlæg,10,BEng_Offered as a single course,Campus Lyngby,"62603,41401,41045,  /, /, , Basic thermodynamics equivalent tocourse 62603",Lasse Røngaard Clausen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41860
1112,41861,Production technology 1,Produktionsteknologi 1,"7,5",BEng,"Teaching is primarily online, though with eight days ofphysical presences during week 14 and 15 of thesemester",,Niels Skat Tiedje,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41861
1113,41871,Building Design 1,Bolig & Bygning 1,10,BEng,"Sisimiut Campus, Greenland",,Tove Lading,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41871
1114,41872,Building design 2,Bolig & Bygning 2,"12,5",BEng,"Sisimiut, Greenland","11823,41871, /",Martin Kotol,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41872
